Item #,Question / Issue / Action,Raised By,Status,Parent Issue (if Cascading),Priority,Area,Type,Topic,"Notes

INCLUDE JOB ID & Customer Name FOR ALL ISSUES","Log URL

Add URL for log on GDrive","Impact

What # of components or records are erroring? Is there a manual workaround?",Orgs,Response,"Jira ID 
(Product Only)",Release,Release Date,EA Critical Issue?,G17 Critical Issue?,Stack,NA EA Stack,EU EA Stack,GSK Stack,Bayer Stack,Novo Stack,Scaling Item,Scaling Stack,# G17 Impacted,# E32 Impacted,# SMB Impacted,Critical Issue?,Date Created,Date Closed,Days Open,Hyperlink,Row
Item-70,Does Data ETL account for data updates,Justin,8. Resolved,,2 Medium,Migrator,Question,ETL - Data,"Quick question on how Data ETL works during the ongoing jobs until the final extract date - does it pull updated data (e.g. extracts planned call on 12/20, call gets updated on 12/21 to submitted, on 12/22 will the call in Vault CRM get updated by migrator data ETL)?
--

11/7: The Delta run should catch this change, but Nastya will confirm and circle back in 11/8 stand up.
11/14: Nastya confirmed that next Delta run will pick this up.",,,,[AK 11/13] Delta data extraction will pick up the changes for all the updated records since the last extraction ,,,,,,,,,,,,,,,,,,11/11/2024,11/15/2024,4,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=38:38,38
Item-123,Veeva Message - Prevents downloading of certain objects to the iPad,Sandor,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata in Data,"This Veeva Message ""TABLET_OBJECT_EXCLUDE_LIST"" is causing data to not be downloaded to the iPad.

In Veeva CRM, 1 Veeva Message is active (one for category Ipad), but the Veeva Setting is pointing at category Tablet. Meaning this Veeva Message is not in use

In Vault CRM, 2 Veeva Message are active (one for category ipad and one for Tablet ), but the Veeva Messages have ""_vod"" values in them. Meaning that these Veeva Messages are not in use

In Migrated Vault CRM, 2 Veeva Message are active (one fore category iPad and one for Tablet), the Veeva Message in use has ""__v"" values in them. Probably Migrator translated it, causing the issue.

Zendesk ticket opened: https://veeva.zendesk.com/agent/tickets/1292885 . Pending fix: 243.0.10",,,"Santhera, Almac",,,243.0.10, 5 Dec 24,,,,,,,,,,,0,0,1,,11/19/2024,12/11/2024,22,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=39:39,39
Item-131,Add timestamps to MetaData ETL Log File to speed up issue triage,Ben,0. Rejected,,2 Medium,Migrator,Enhancement,ETL - Metadata,Mdata Load logs contain multiple cascading issues for the same component and rows are not in chronological order. This makes issue triage by services inefficient due to the amount of noise. Having a timestamp column that allows for the log to be sorted in chronological order would speed up triage significantly,N/A,Significant time effort to triage error logs,All,,,,,,,,,,,,,,,,,,,11/23/2024,12/11/2024,18,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=40:40,40
Item-134,Mapping document should include field length for both sfdc and Vault CRM,Ben,0. Rejected,,2 Medium,Migrator,Enhancement,ETL - Metadata,"Integration teams are asking for any fields where the length has changed from Veeva CRM to Vault CRM. There is currently no easy way to provide this information (tech services have to run a complex custom query). Including field lengths for all fields in the mapping document (both in sfdc and in vault CRM) would solve the problem and give integration teams all the information they need for their rebuild 
",,Complex custom query by TS ,All,,,,,,,,,,,,,,,,,,,11/23/2024,12/11/2024,18,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=41:41,41
Item-138,"Mapping file omits standard fields like last_modified_by, last_modified_date",Ben,8. Resolved,,2 Medium,Migrator,Enhancement,ETL - Metadata,"The mapping file generated by Migrator does not include the mappings for standard fields like created by, last modified by, last modified date, created date. This means that the mapping file is not the complete set of information required by integration teams. Please can we add the missing mappings to make the document self-sufficient?",,,"Bayer - GDO, Novo US",,,,,,,,,,,,,,,2,0,0,,11/27/2024,12/11/2024,14,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=42:42,42
Item-31,Unsupported Default Formula must be manually recreated in Vault CRM: ($User.FieldName),,0. Rejected,,3 Low,Services Actions,Issue,Discovery - Metadata,"Customer: IMMUNOVANT 
Job: d12829bf-2002-4673-9 
Lines 2851 to 2859: The Field Default contains unsupported functionality.

Default value of $User.Country_Code_QS__c is not supported, but we can recreate with: text(@User.Country_Code_QS__c)

Customer: ARVINAS 
Job: 0603763f-3014-4395-8
Lines 2973 to 2997: The Field Default contains unsupported functionality.

If fields are text fields and there is data in these fields, we won't be able to add these to ignore list. The only workaround is to remove the default formula in Veeva CRM which isn't ideal

---
10/24: Migrator is creating the field but not the default value. Need to recreate the default value manually in Vault CRM.",,,"Arvinas, Biocryst NA, Immunovant, Syneos NA GDO",,,,,,,,,,,,,,,0,0,4,,10/24/2024,11/3/2024,10,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=43:43,43
Item-33,Error for Required difference between Veeva CRM and Vault CRM when both fields are same,Justin,8. Resolved,,3 Low,Migrator,Issue,Discovery - Metadata,"Customer: ARVINAS
Job: 0603763f-3014-4395-8
Line 2957 The standard Veeva CRM field has a different required attribute than what is expected. The required attribute change will not migrate to Vault CRM.

Customer: SYNEOS
Job: e0fafc6f-645f-4ad2-a
Line: 1098

---
10/25: Call_Objective_vod__c.Name_vod__c field is required in both Vault CRM and Veeva CRM so the error seems inaccurate here.
11/14: Should determine mapping file when there is a ""different required attribute"" error to determine the actual correct mapped field.",,,"Arvinas, Syneos NA GDO","[AK 11/8] Call_Objective_vod__c in SF is 
call_objective__v.title__v field in Vault which is not required in the template",,,,,,,,,,,,,,0,0,2,,10/25/2024,11/15/2024,21,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=44:44,44
Item-29,"Page Layout not being created because field is 'NOT PROCESSED""",Justin,0. Rejected,,3 Low,Migrator,Issue,ETL - Metadata,"Customer: SYNEOS
Job ID: 795a4337-8c42-4eb6-9

Line 7473: value [cthcpprimarysiteid_iv_base_ctl__c] does not resolve to valid active [Field]

---
10/25: Field was marked as ""NOT PROCESSED"". Unclear on what this error message means--need to define.
11/2: NOT PROCESSED means the component failed earlier in the migration process",,,Syneos NA GDO,,,,,,,,,,,,,,,0,0,1,,10/25/2024,11/5/2024,11,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=45:45,45
Legacy_ITEM_50,Custom settings not available in ignore list - any plans to add them?,,0. Rejected,,3 Low,Migrator,Question,Discovery - Metadata,GSK want to merge 5 custom settings into 1. Any way to exclude them in Migrator?,,,,No. Migrate custom settings and delete.,,,,,,,,,,,,,,,,,,9/17/2024,11/2/2024,46,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=46:46,46
Item-14,Layout  not created  due to missing field attributes ,Sandor,8. Resolved,,3 Low,Migrator,Issue,ETL - Metadata,"Customer: Santhera
Job: 0df29c1f-b482-4102-b

System read-only fields [country_code__v] cannot have readOnly or required attributes.
--

11/7: This error was received on the User object and the User page layout was not created. country_code__v appears to be read-only in Veeva CRM but required in Vault CRM. In Vault, the field cannot be read only if it's required. Would be good to update this as warning and not a blocker so that the page layout can be created.
11/8: country_code__v is now system-managed, so it throws back an error. Will update to ignore system-managed fields.",,,"Almac, Santhera",[AK] We will evaluate the fix to not set the required/read only attributes for system managed fields.,https://jira.veevadev.com/browse/VCRM-46830,243.0.10, 5 Dec 24,,,,,,,,,,,0,0,1,,11/3/2024,12/12/2024,39,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=47:47,47
Item-52,Discrepancy in number of Errors between Data Load Results Total Error Results and Data Load Error Rows.,Justin,8. Resolved,,3 Low,Migrator,Question,ETL - Data,"Customer: Immunovant
Job ID: af51bf4a-de8b-4fb4-9

This is relevant for all customers where Data has been run. Using Immunovant for Example.
Data Load Results File has a total of 4186 errors. Data Load Errors File has a total of 8093 rows (or 8093 errors). This appears to be intentional as some records in the Data Load Errors file have multiple rows, but want to confirm this is as expected
---

11/6: Discrepancy is due to the fact that the data load errors counts the number of errors where multiple errors can exist on a single record. Always rely on component counts and not the number of unique errors.
11/8: Added to Migrator Playbook 3.2.3 Data Loading section.",https://docs.google.com/spreadsheets/d/12Y3Avsw18tRjXw-sCFTMek0WlJXn6gDQ/edit?usp=drive_link&ouid=110931749604873796362&rtpof=true&sd=true,,Immunovant,11/6: Discrepancy is due to the fact that the data load errors counts the number of errors where multiple errors can exist on a single record. Always rely on component counts and not the number of unique errors.,,,,,,,,,,,,,,0,0,1,,11/4/2024,11/6/2024,2,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=48:48,48
Item-1554,Wrong mapping of fields in meta data ETL warning html_report__v.object_recordtype_id__v,Sandor,8. Resolved,,3 Low,Migrator,Issue,ETL - Metadata,"Customer: Almac
Job ID: 90e83fab-0725-40e5-a

In the list of Metadata ETL warnings, I found a few warning related to fields, where I believe the field mapping is incorrect. List below current api name mapping vs. actual Vault api name:

content_acknowledgement__v.ship_zip_4__c --> content_acknowledgement__v.ship_zip_4__v
html_report__v.object_recordtype_id__v --> html_report__v.object_recordtype__v

Could you please check if the mappings are correct for these fields?

",https://drive.google.com/file/d/1Gj7cq6htBjjZXKomhTrgO_brElr_CMMn/view?usp=drive_link,,Almac,The issue with html_report__v should be resolved in https://jira.veevadev.com/browse/VCRM-46665,https://jira.veevadev.com/browse/VCRM-46665,243.0.10, 5 Dec 24,,,,,,,,,,,,,,,1/6/2025,1/6/2025,0,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=49:49,49
Item-98,Call Followup Activites not available or at parity,Alex,8. Resolved,,3 Low,Vault CRM,Issue,Rebuild,"Job: None

Subject: Call Followup Activities This functionality is not yet at parity with Veeva CRM. This will have to be a discussion with the immunovant team reg'd the current capabilities of Tasks. It is noteworthy that they are using this functionality at a relevantly consistent pace",N/A,,"AlfaSigma, Arvinas, Immunovant, Inhibrx",Does not belong in triage,,,,,,,,,,,,,,0,0,3,,11/14/2024,11/16/2024,2,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=50:50,50
Item-124,2 Veeva Network IDs on Address: veeva_network_id__v and veeva_nwk_id_vod__c,Erica,8. Resolved,,3 Low,Vault CRM,Question,Rebuild,"2 versions of Veeva Network ID in Vault CRM--one is the same API name as the old _vod field except now created as a custom field in Vault CRM. Which field should be in use? For the time being, have mapped to veeva_nwk_id_vod__c.

Impacted Objects: address__v, child_account__v (account__v only has the standard veeva_network_id__v field)
---

11/20: veeva_network_id__v is the correct field. Manually update data from veeva_nwk_id_vod__c and put it into veeva_network_id__v. Erica to check page layouts, etc. for Address / Child Account to see what field is on the page layout. Create a manual override when migrating for Production.
Anastasiya to check with devs if a manual override will also ensure that field referenced on page layouts, flows, etc. will also get updated.

11/20: Mimi sent note and it sounds like we added these to standard data model in 23R3 but do not expect customers to use the standard field if they are using a custom one so no need for override.  Marking as resolved

5 Dec 2025: Update - the veeva_network_id__v field is used in address inheritance so should be used to avoid issues in Vault CRM. Simplest approach is to manually move the data into the correct field in Vault after migration completes and make sure all NTW mappings are updated to use the standard field",,Unsure which Veeva Network ID to reference while manually updating DCR Field Types,Arvinas,,,,,,,,,,,,,,,0,0,1,,11/20/2024,11/21/2024,1,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=51:51,51
Item-136,Data Deltas need to be tested to check for issues ,Ben,8. Resolved,,3 Low,Services,Action,Methodology,,,,All,,,,,,,,,,,,,,,,,,,11/23/2024,1/1/2025,39,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=52:52,52
Item-142,"Several error lines in Metadata ETL came back with statusMessage ""Unknown error occurred""",Erica,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata,"Customer: Novo US
Job ID: 82300bc6-ed49-485f-9

Several error lines in Metadata ETL came back with statusMessage ""Unknown error occurred"". All errors are related to different custom page layouts but no information given around what the error is.

1/17: This is how Platform reacts when a field is attempted to be set as required via the layout and the field is not available for the object type. Need to review read-only and required fields closely to resolve.",METADATA_ETL_LOADING_STATUS_V64000000012031_82300bc6-ed49-485f-9,"13 errors across 4 diffferent objects: account_plan__v, call2_discussion__v, medical_event__v, sample_transaction__v

Potential manual workaround to recreate page layouts manually, but this would take a good amount of work.","Novo US, GSK EU2",,https://jira.veevadev.com/browse/VCRM-60473,,,,,,,,,,,,,2,0,0,,11/28/2024,1/17/2025,50,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=53:53,53
Item-143,"Network Settings:
Default HCP Account Type
Default HCO Account Type",Mikael,8. Resolved,,2 Medium,Vault CRM,Question,Methodology,"Customer : Almac
Job ID: 
9dbf3636-dc50-4996-9

These 2 Network settings (Default HCP & HCO account Type) were introduced with Vault CRM and don't exist in Veeva CRM. To use the NAS I had to configure both values.
In parallel, I would like to know: Do we have to fill in these fields?
For Almac, we only use 2 ObjectTypes (Professional and Hospital) and I know that we can control the ObjectType with ref mapping. However, I'm wondering whether this will prevent the correct distribution of Account Types. ",https://drive.google.com/drive/folders/119sOww2Wwc8Yr8X2YxWLqsyhOyDsgQlY?usp=sharing,,Almac,"12/3 DK: Services should populate these fields for all Network customers.
12/4 MA: Alright thanks, already done but I will add it to the Migrator Implementation Playbook",,,,,,,,,,,,,,,,,,11/29/2024,12/11/2024,12,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=54:54,54
Item-144,"Can't download record with NAS:
Unrestricted Picklist values",Mikael,8. Resolved,,2 Medium,Vault CRM,Issue,ETL - Data,"Customer : Almac
Org: sb-almac-migrator-eu1114.veevavault.com/

In Veeva CRM, some picklist values of the field hcp_type_qs__c are not available for the record type professional_vod (for example: Non-Prescribing Health Care Professional). The migration went well and the value is mapped correctly.

The problem is that in Vault CRM we can't download a (professional__v) record with this value via the NAS, we get this error:

""{\""responseStatus\"":\""FAILURE\"",\""error\"":{\""status\"":\""500\"",\""type\"":\""INTERNAL_SERVER_ERROR\"",\""message\"":\""Cannot save \\\""Account\\\"": Invalid value [non_prescribing_health_care_professional__c] specified for parameter [hcp_type_qs__c] : [non_prescribing_health_care_professional__c] is not supported by either the Picklist [account_hcp_type_qs__c] or the Objecttype [professional__v]\""}}""


Do we need to make all picklist values accessible? Or is it possible to make picklists unrestricted?

Moreover it's a mistake in Veeva CRM config as if an end user try to update a Professional_vod record the value will disappear.

We solved it by adding the Picklist values in the Object Type","sb-almac-migrator-eu1114.veevavault.com/
",Can't download a record with NAS,Almac,"Vault doesn't support restricted picklists. I've seen that configuration where you don't enable all the values for all record types if the customer has mappings to control the account record type. In that case, the non-prescribing HCP value would be mapped to an object type that has the value enabled.",,,,,,,,,,,,,,,,,,11/29/2024,1/8/2025,40,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=55:55,55
Item-150,"Missing Language ""__v"" values",Mikael,0. Rejected,,2 Medium,Vault CRM,Action,Discovery - Data,"Customer: Santhera
Job ID: 7e9bf3ac-369a-4248-a
Org id:  242448

According to our CDA page, ""The HCP Primary Language picklist consists of the following items based on names from the
ISO 639 standard for language classification. This list is a subset of the ISO 639 language
codes""


Some languages are mapped in the bridge but not included in the selection list, for example : 
- Yiddish (yi)
- Punjabi, Panjabi (pa)
...

To fill this gap, I have created these languages as picklist value “__c”.",https://sb-santhera-migrator-eu1121.veevavault.com/ui/#business-admin/picklists/picklists=&pl=pil1101,,Santhera,DB: The picklist referenced is the vlanguage picklist. That is not the same thing as the CDA language so it is expected that it does not match. The field mapping is also not using the CDA language field in Network.,,,,,,,,,,,,,,0,0,1,,12/4/2024,1/8/2025,35,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=56:56,56
Item-152,Data errors are high effort to fix manually; need a a better solution to remediate,Sandor,8. Resolved,,2 Medium,Migrator,Enhancement,ETL - Data,"In cases where Data ETL returns with an error code, which cannot be fixed, there would be a need for manually fixing the records and data loading them. However the current ETL error log only gives the record id, and the error code. So currently the way to do this is: extract records from Salesforce, map the fields, map the picklist values, fix the object type references, fix the date format and fix our inital issues that was highlighted in the error code. This process is very time consuming and error prone.

For services to be able to fix these items, we would need the full record csv with the correct vault field and value mapping, for the records that have failed. So the only manual item to do would be to fix the issue highlighted in the error column

Example: call discussion records in the data error file for Santhera

17 Dec: [BL] This would not work well in the error log given different fields for every object. We are not experienceing high volumes of data falling out - and when we do it is mostly related to metadata errors that can be fixed",https://docs.google.com/spreadsheets/d/1AyL2ocia7dXnFxnZgNmfiihO0J_kpz9RyLRuJD-y9lA/edit?usp=drive_link,,Santhera,Use the Data ETL Helper on the tools portal to triage and fix data errors,,,,,,,,,,,,,,0,0,1,,12/4/2024,12/18/2024,14,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=57:57,57
Item-159,Metadata ETL Stuck,Justin Halpern,8. Resolved,,2 Medium,Migrator,Issue,Discovery - Metadata,"Both the newest migrator runs (post 24r3) of Alfasigma and Syneos are stuck in Metadata ETL. See below links to migrations in migrator:
-Alfasigma
-Syneos

Need help here so we can confirm Syneos Transformation blocking, and confirm Alfasigma data issues left outstanding.",,,"Alfasigma, Syneos NA GDO",JH 12/10: Ran Alfasigma and Syneos again and Metadata ETL completed fine. Resolving issue.,,,,,,,,,,,,,,0,0,2,,12/9/2024,12/11/2024,2,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=58:58,58
Item-161,Account.Website not mapped,Mimi Wilder,8. Resolved,,2 Medium,Migrator,Issue,ETL - Metadata,Branching off issue from Item-117.  Account.Website which is a standard salesforce field isn't extracted or mapped at all.  It should be mapped to the new HCO kernel website field,,Workaround is a custom field that Network bridge populates ,All,,https://jira.veevadev.com/browse/VCRM-56065,243.2.10, 10 Jan 25,,,,,,,,,,,,,,,12/9/2024,1/15/2025,37,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=59:59,59
Item-166,Data extracted and loaded with error but no log; some data loaded.  This is more critical now that it appears related to delta extracts for all migrations (including the early adopters),Mimi,8. Resolved,,1 High,Migrator,Issue,ETL - Data,"Ran BMS data job for one territory.  Errors on data extraction and load with no logs. Some data loaded (I see accounts but nothing related and Events but nothing related).  A bit blind without logs.

First Data extraction Job ID: cbd6492e-435f-42b4-a  has a log and shows 3 failures on Sent Email

It then seems to start data extraction again (delta run?)
Second Data extraction Job ID: 5be29dca-7201-4d5a-8 is created/completed with error, no log
Data Loading Job ID: 9afc23ac-bef9-40bd-9 is created/completed with error, no log

In the Log field of the second data extraction it says: ""The following exception(s) have occurred. The data will be re-exported on the next data extraction.
Could not open JPA EntityManager for transaction""

---
JH 12/17: Alfasigma has run into the same issue into FULL (Job ID: 7118cbb0-0d31-4d49-8). Appears to have occurred during the delta data ETL runs.",,No manual workaround from Services side. Dev was able to re-run a job on back-end for BMS that circumvented this error as a workaround.,"AlfaSigma, Shionogi NA, BMS Global Core",[AK 13/12] Fixed in 24R3.2,https://jira.veevadev.com/browse/VCRM-55030,243.2.10, 10 Jan 25,,Yes,,,,,,,,,0,1,0,Yes,12/14/2024,12/21/2024,7,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=60:60,60
Item-171,Unable to run discovery in new migration,Erica,0. Rejected,,1 High,Migrator,Issue,Discovery - Metadata,"Customer: Taiho
Job ID: 8121890d-366b-4787-a

First run of discovery into new migration project and new sandbox failed with the following error: 
ObjectFieldDisabledFlsSystemAdminProcessor : Cannot invoke ""java.util.List.contains(Object)"" because the return value of ""com.veeva.vcm.metatransform.model.configlist.overridelist.OverrideEntry.getCrmMetadataType()"" is null",,"No workaround, unable to run discovery and move forward.",Taiho US,"[AK 12/20] CRM Metadata Type was blank, that's what caused the error",,,,,,,,,,,,,,0,0,1,,12/20/2024,12/21/2024,1,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=61:61,61
Item-179,Scaling: Formulas and default values that aren't supported should have the SFDC formula/default value stamped in the Description field,Mimi,0. Rejected,,2 Medium,Migrator,Enhancement,ETL - Metadata,,,,All,[AK 01/07] Per initial discussion services need to re-assess and decide if they really want Description values to be overridden.,,,,,,,,,,,,,,,,,,1/8/2025,1/8/2025,0,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=62:62,62
Item-167,Data issues for BMS,Mimi,8. Resolved,,2 Medium,Migrator,Issue,ETL - Data,"Job ID:  3d569d22-ca45-4a92-9

Many, many errors cascading from 2 main things
Errors on product catalog that say: ""Error Type OPERATION_NOT_ALLOWED Another user's operation has conflicting data that provided one or more unique fields with duplicate values. Please try again.;
""
Errors on Email Activity and Sent Fragment which are the result of Sent Email not extracting correctly",,,BMS Global Core,,https://jira.veevadev.com/browse/VCRM-58515,243.2.10, 10 Jan 25,,,,,,,,,,,1,0,0,,12/17/2024,,48,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=37:37,37
Item-120,SCALING: Formula fields failing in Metadata ETL due to format issues do not get flagged in discovery & cause significant manual rework,Ben,8. Resolved,,1 High,Migrator,Enhancement,Discovery,"statusMessage: Invalid Formula Expression for field [formula]
Customer: GSK
Job ID: ea579bbd-cc58-473f-b
List of the 79 formula fields that error due to format which are not flagged in discovery

If the transformed formula from Migrator errors due to format, Migrator should create the formula field with a dummy formula rather than failing to create the field entirely. 

This will ensure that the formula field gets added to objects,layouts, PS, object types to avoid significant cascading manual fixes by services",,"GSK 79 formula fields fail cascading to page layouts, object types, permission set assignments etc. Significant rework

Script in progress to assign formula fields to Perm Sets but also need to assign to layouts and object types ",All,"Introduce two-step MDL creation process that will first create formula fields/validation rules with a default placeholder expression. In the second step, the expressions will be updated to their intended logic, or left as default if the expression is recognized as unsupported in Vault. This ensures that even expressions encountering errors during the load will still result in the successful creation of the fields, which will significantly improve the success rate for dependent metadata components.

Default expressions based on formula return type:

Text: ""Function does not exist""
Number: 0
Currency: 0
Date: Date(1900, 1, 1)
Yes/No: false
DateTime: DateTimeValue(""1900-01-01 00:00:00"")
Time: Time(0,0,0)
Link: Hyperlink('https://veeva.com', 'Veeva', 'new_window')",https://jira.veevadev.com/browse/VCRM-57248,243.2.30, 24 Jan 25,No,No,,,,,,,,,,,,,11/16/2024,01/28/2025,73,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=42:42,42
Item-157,"SCALING: Layout Profiles are getting created, but have no layouts assigned",Mimi,8. Resolved,,1 High,Migrator,Issue,ETL - Metadata,"We have never been able to successfully create layout profile page assignments for any customer.  
Example:

Job ID: 9716c004-a841-4fd2-8
Alfasigma

I have iterated on Alfasigma through multiple rounds of errors only on Layout Profiles causing them never to come through with page layout assigments (causing a lot of manual rework).  The last error I received has all 5 layout profiles failing and says: Required attribute [objecttype] is missing but doesn't provide the object.  It would help if we can get through these errors to see how migrator handles layout profiles and not to have to rebuild

12/17: Services team has figured out how to eliminate problems from the MDL.  There are 3 types of problems from what we can see. 
1. Objects without object types (there are many) make this fail
2. Objects with misnamed object types (i.e. hospital_department__v vs hospitaldepartment__v cause issues
3. Cannot insert more than 500 assignments so this needs to be batched",https://docs.google.com/spreadsheets/d/1sN6PWMRgdTri6ZiE0183ms7b3hNt9t8ZnM1uid5gtJk/edit?gid=1883396594#gid=1883396594,,All,"[AK /12/10] 2 issues here: one is related to person__sys being an object with object types enabled but without any object types. Even if that issue was resolved, we wouldn't be able to assign the layouts as we found an undocumented limit of 500 layouts per batch and this run has 576 for the first LayoutProfile, so over the limit. Long story short, roadmap item, will add jiras once theya re raised.","person__sys https://jira.veevadev.com/browse/VCRM-56573

limit and success rate - https://jira.veevadev.com/browse/VCRM-56570",243.2.30, 24 Jan 25,,,,,,,,,,,,,,,12/05/2024,01/28/2025,54,https://docs.google.com/spreadsheets/d/1NJLdhSol4tqnIdeMg9uGSjC98h3V_sFGcAkAbJUBpp4/edit?gid=1022515905#gid=1022515905&range=43:43,43
